timestamp,iso_timestamp,zählstand,channel_name,channel_id,counter_site,counter_site_id
2013-05-17T05:00:00+0000,2013-05-17 03:00:00+00:00,8,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T06:00:00+0000,2013-05-17 04:00:00+00:00,41,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T06:00:00+0000,2013-05-17 04:00:00+00:00,32,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T07:00:00+0000,2013-05-17 05:00:00+00:00,130,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T07:00:00+0000,2013-05-17 05:00:00+00:00,341,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T08:00:00+0000,2013-05-17 06:00:00+00:00,137,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T08:00:00+0000,2013-05-17 06:00:00+00:00,299,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T09:00:00+0000,2013-05-17 07:00:00+00:00,273,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T09:00:00+0000,2013-05-17 07:00:00+00:00,118,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T10:00:00+0000,2013-05-17 08:00:00+00:00,234,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T10:00:00+0000,2013-05-17 08:00:00+00:00,134,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T11:00:00+0000,2013-05-17 09:00:00+00:00,224,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T11:00:00+0000,2013-05-17 09:00:00+00:00,227,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T12:00:00+0000,2013-05-17 10:00:00+00:00,219,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T12:00:00+0000,2013-05-17 10:00:00+00:00,261,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T13:00:00+0000,2013-05-17 11:00:00+00:00,300,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T13:00:00+0000,2013-05-17 11:00:00+00:00,196,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T14:00:00+0000,2013-05-17 12:00:00+00:00,177,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T14:00:00+0000,2013-05-17 12:00:00+00:00,187,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T15:00:00+0000,2013-05-17 13:00:00+00:00,175,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T15:00:00+0000,2013-05-17 13:00:00+00:00,208,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T16:00:00+0000,2013-05-17 14:00:00+00:00,218,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T16:00:00+0000,2013-05-17 14:00:00+00:00,207,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T17:00:00+0000,2013-05-17 15:00:00+00:00,225,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T17:00:00+0000,2013-05-17 15:00:00+00:00,218,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T18:00:00+0000,2013-05-17 16:00:00+00:00,143,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T18:00:00+0000,2013-05-17 16:00:00+00:00,206,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T19:00:00+0000,2013-05-17 17:00:00+00:00,126,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T19:00:00+0000,2013-05-17 17:00:00+00:00,157,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T20:00:00+0000,2013-05-17 18:00:00+00:00,80,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T20:00:00+0000,2013-05-17 18:00:00+00:00,91,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T21:00:00+0000,2013-05-17 19:00:00+00:00,56,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T21:00:00+0000,2013-05-17 19:00:00+00:00,57,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T22:00:00+0000,2013-05-17 20:00:00+00:00,50,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T22:00:00+0000,2013-05-17 20:00:00+00:00,88,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T23:00:00+0000,2013-05-17 21:00:00+00:00,38,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-17T23:00:00+0000,2013-05-17 21:00:00+00:00,60,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T00:00:00+0000,2013-05-17 22:00:00+00:00,19,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T00:00:00+0000,2013-05-17 22:00:00+00:00,41,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T01:00:00+0000,2013-05-17 23:00:00+00:00,6,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T01:00:00+0000,2013-05-17 23:00:00+00:00,21,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T02:00:00+0000,2013-05-18 00:00:00+00:00,8,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T02:00:00+0000,2013-05-18 00:00:00+00:00,24,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T03:00:00+0000,2013-05-18 01:00:00+00:00,14,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T03:00:00+0000,2013-05-18 01:00:00+00:00,2,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T04:00:00+0000,2013-05-18 02:00:00+00:00,2,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T04:00:00+0000,2013-05-18 02:00:00+00:00,9,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T05:00:00+0000,2013-05-18 03:00:00+00:00,11,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T05:00:00+0000,2013-05-18 03:00:00+00:00,7,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T06:00:00+0000,2013-05-18 04:00:00+00:00,9,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T06:00:00+0000,2013-05-18 04:00:00+00:00,9,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T07:00:00+0000,2013-05-18 05:00:00+00:00,21,Richtung Derendingen,out,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T07:00:00+0000,2013-05-18 05:00:00+00:00,30,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
2013-05-18T08:00:00+0000,2013-05-18 06:00:00+00:00,87,Richtung Altstadt,in,Unterführung Steinlach/Karlstraße Südseite - Steinlachallee,100003359
