timestamp,Tübingen Temperature [2 m elevation corrected],Tübingen Precipitation Total,Tübingen Snowfall Amount,Tübingen Wind Gust,Tübingen Wind Speed [10 m],Tübingen Wind Direction [10 m],Tübingen Cloud Cover Total,Tübingen Sunshine Duration
2021-01-01 00:00:00,1.899817,0.0,0.0,19.44,7.69592,190.7843,14.0,0.0
2021-01-01 01:00:00,0.94981694,0.0,0.0,15.4800005,6.2145634,190.00798,40.0,0.0
2021-01-01 02:00:00,0.7798169,0.0,0.0,12.959999,5.5887027,194.93143,89.0,0.0
2021-01-01 03:00:00,1.149817,0.0,0.0,13.32,4.829907,206.56505,96.0,0.0
2021-01-01 04:00:00,1.099817,0.0,0.0,11.879999,5.3999996,216.8699,100.0,0.0
2021-01-01 05:00:00,0.74981695,0.0,0.0,10.08,5.8603754,227.48956,100.0,0.0
2021-01-01 06:00:00,0.56981695,0.0,0.0,8.64,4.8965297,233.97263,95.0,0.0
2021-01-01 07:00:00,-0.49018306,0.1,0.0,7.5599995,4.1046314,217.87498,97.0,0.0
2021-01-01 08:00:00,-0.120183036,0.0,0.0,5.3999996,3.4152596,198.43495,94.0,2.323232
2021-01-01 09:00:00,1.229817,0.0,0.0,8.28,3.096837,215.53769,93.0,3.6363637
2021-01-01 10:00:00,2.119817,0.0,0.0,12.24,7.42159,309.09387,75.0,14.545455
2021-01-01 11:00:00,2.179817,0.0,0.0,13.32,6.193674,324.46234,87.0,7.2727275
2021-01-01 12:00:00,2.439817,0.0,0.0,13.679999,5.0911684,315.0,86.0,7.878789
2021-01-01 13:00:00,2.499817,0.0,0.0,14.04,4.6102495,308.65982,97.0,1.2121224
2021-01-01 14:00:00,2.429817,0.0,0.0,12.959999,5.315336,331.69925,96.0,1.8181801
2021-01-01 15:00:00,1.869817,0.0,0.0,9.36,4.1046314,344.74487,85.0,8.48485
2021-01-01 16:00:00,1.669817,0.0,0.0,6.8399997,4.0249224,349.69516,76.0,9.238721
2021-01-01 17:00:00,1.309817,0.0,0.0,7.5599995,5.8603754,349.38034,75.0,0.0
2021-01-01 18:00:00,1.669817,0.0,0.0,7.2,6.2145634,349.992,64.0,0.0
2021-01-01 19:00:00,1.539817,0.0,0.0,9.0,6.12,360.0,37.0,0.0
2021-01-01 20:00:00,0.719817,0.0,0.0,9.72,6.151683,20.556046,33.0,0.0
2021-01-01 21:00:00,0.009816974,0.0,0.0,9.72,6.193674,35.53766,39.0,0.0
2021-01-01 22:00:00,0.529817,0.0,0.0,8.28,5.3999996,36.86989,30.0,0.0
2021-01-01 23:00:00,-0.070183024,0.0,0.0,9.36,4.2136917,19.983109,65.0,0.0
2021-01-02 00:00:00,0.039816976,0.0,0.0,9.0,4.0249224,26.565033,82.0,0.0
2021-01-02 01:00:00,0.55981696,0.0,0.0,9.0,5.3517847,42.27368,80.0,0.0
2021-01-02 02:00:00,0.27981696,0.0,0.07,8.64,4.2136917,19.983109,82.0,0.0
2021-01-02 03:00:00,0.37981695,0.0,0.0,10.440001,4.452954,14.03624,84.0,0.0
2021-01-02 04:00:00,0.27981696,0.0,0.0,11.159999,6.379216,16.389526,94.0,0.0
2021-01-02 05:00:00,0.02981697,0.0,0.0,11.879999,6.297428,30.963745,99.0,0.0
2021-01-02 06:00:00,0.18981697,0.0,0.0,13.679999,7.8954163,24.227737,100.0,0.0
2021-01-02 07:00:00,0.32981697,0.0,0.0,16.56,8.225035,23.198593,100.0,0.0
2021-01-02 08:00:00,0.56981695,0.0,0.0,15.84,8.587338,33.023865,100.0,0.0
2021-01-02 09:00:00,0.87981695,0.0,0.0,19.44,8.435069,39.805573,100.0,0.0
2021-01-02 10:00:00,1.129817,0.0,0.0,20.16,9.957108,40.601288,100.0,0.0
2021-01-02 11:00:00,1.3198171,0.0,0.0,23.039999,11.090103,35.75389,94.0,3.0303025
2021-01-02 12:00:00,1.729817,0.0,0.0,26.64,12.55879,27.29956,92.0,4.242425
2021-01-02 13:00:00,1.6998171,0.0,0.0,28.8,11.525623,38.659805,77.0,13.333332
2021-01-02 14:00:00,1.619817,0.0,0.0,29.16,10.315115,29.24881,91.0,4.8484864
2021-01-02 15:00:00,1.519817,0.0,0.0,25.56,10.805998,29.981628,75.0,14.545455
2021-01-02 16:00:00,1.299817,0.0,0.0,23.759998,8.217153,28.810776,87.0,4.945455
2021-01-02 17:00:00,1.189817,0.0,0.0,21.24,8.766573,19.179016,84.0,0.0
2021-01-02 18:00:00,1.159817,0.0,0.0,22.68,9.565437,19.798859,79.0,0.0
2021-01-02 19:00:00,1.019817,0.0,0.0,20.519999,9.028754,23.49855,77.0,0.0
2021-01-02 20:00:00,0.719817,0.0,0.0,20.16,9.0,16.260193,87.0,0.0
2021-01-02 21:00:00,0.74981695,0.0,0.0,19.08,8.350138,7.431381,75.0,0.0
2021-01-02 22:00:00,0.48981696,0.0,0.07,18.0,7.92,360.0,78.0,0.0
2021-01-02 23:00:00,0.47981697,0.1,0.07,16.919998,7.9526596,354.8056,91.0,0.0
2021-01-03 00:00:00,0.34981698,0.2,0.14,17.64,8.669949,4.7636414,93.0,0.0
2021-01-03 01:00:00,0.23981696,0.2,0.14,17.64,7.2,360.0,84.0,0.0
2021-01-03 02:00:00,0.07981697,0.2,0.14,16.56,6.519877,353.65985,82.0,0.0
2021-01-03 03:00:00,-0.23018302,0.1,0.07,14.759999,5.0142193,338.9625,90.0,0.0
2021-01-03 04:00:00,-0.26018304,0.2,0.14,13.679999,6.151683,339.44397,92.0,0.0
2021-01-03 05:00:00,-0.39018303,0.4,0.28,13.679999,6.763786,334.7989,89.0,0.0
2021-01-03 06:00:00,-0.41018307,0.6,0.42000002,14.04,5.991594,327.26477,94.0,0.0
2021-01-03 07:00:00,-0.40018302,0.2,0.14,12.599999,5.1919937,326.30994,92.0,0.0
2021-01-03 08:00:00,-0.37018305,0.2,0.14,12.24,5.00128,329.7436,95.0,1.8693595
2021-01-03 09:00:00,-0.17018302,0.1,0.07,11.879999,4.6102495,321.3402,100.0,0.0
2021-01-03 10:00:00,-0.090183035,0.0,0.07,11.879999,4.2136917,289.98312,90.0,5.454544
2021-01-03 11:00:00,0.24981697,0.0,0.07,12.24,3.5455887,293.9625,94.0,3.0303025
2021-01-03 12:00:00,0.38981697,0.0,0.0,12.24,3.8268526,311.1859,100.0,0.0
2021-01-03 13:00:00,0.60981697,0.0,0.0,12.599999,2.968636,284.03625,99.0,0.0
2021-01-03 14:00:00,0.54981697,0.0,0.0,11.879999,4.3498964,294.44397,96.0,1.8181801
2021-01-03 15:00:00,0.539817,0.0,0.0,11.159999,4.072935,315.0,93.0,3.6363637
2021-01-03 16:00:00,0.10981697,0.0,0.0,9.72,3.4152596,288.43497,91.0,3.3804724
2021-01-03 17:00:00,0.41981697,0.0,0.0,5.3999996,3.8939953,213.69006,97.0,0.0
2021-01-03 18:00:00,0.55981696,0.0,0.0,2.8799999,3.096837,215.53769,92.0,0.0
2021-01-03 19:00:00,0.41981697,0.0,0.07,5.3999996,2.9024127,172.87498,95.0,0.0
2021-01-03 20:00:00,0.26981696,0.0,0.0,6.12,3.671294,168.69006,90.0,0.0
2021-01-03 21:00:00,0.26981696,0.0,0.0,6.12,4.2136917,160.01689,88.0,0.0
2021-01-03 22:00:00,-0.33018303,0.0,0.0,6.12,3.5455887,113.96249,57.0,0.0
2021-01-03 23:00:00,-0.24018304,0.0,0.0,6.8399997,4.0249224,100.30484,60.0,0.0
2021-01-04 00:00:00,0.529817,0.0,0.0,6.12,4.198285,120.96376,72.0,0.0
2021-01-04 01:00:00,0.47981697,0.0,0.0,4.68,3.5455887,113.96249,87.0,0.0
2021-01-04 02:00:00,0.049816966,0.0,0.0,6.12,3.671294,101.30993,89.0,0.0
2021-01-04 03:00:00,-0.43018305,0.0,0.0,7.92,4.0249224,116.56505,92.0,0.0
2021-01-04 04:00:00,-0.56018305,0.0,0.0,8.28,3.319036,102.52881,90.0,0.0
2021-01-04 05:00:00,-0.060183033,0.0,0.0,7.92,2.9024127,82.874985,87.0,0.0
2021-01-04 06:00:00,-0.49018306,0.0,0.0,8.28,3.2599385,83.65981,80.0,0.0
2021-01-04 07:00:00,-0.87018305,0.0,0.0,8.28,4.32,89.99999,63.0,0.0
2021-01-04 08:00:00,-0.87018305,0.0,0.0,8.28,4.3349743,85.23635,68.0,14.529294
2021-01-04 09:00:00,0.08981697,0.0,0.0,10.440001,5.506941,78.69006,55.0,26.666664
2021-01-04 10:00:00,0.89981693,0.0,0.0,17.64,9.36,89.99999,54.0,27.272726
2021-01-04 11:00:00,0.80981696,0.0,0.0,22.68,9.779817,83.65981,92.0,4.242425
2021-01-04 12:00:00,0.75981694,0.0,0.0,23.759998,10.041354,75.465546,99.0,0.0
2021-01-04 13:00:00,0.599817,0.0,0.0,23.759998,10.24578,71.565056,100.0,0.0
2021-01-04 14:00:00,0.41981697,0.0,0.0,23.039999,10.390226,75.96376,100.0,0.0
2021-01-04 15:00:00,0.36981696,0.0,0.0,23.759998,9.826088,81.57303,99.0,0.0
2021-01-04 16:00:00,0.339817,0.0,0.0,23.4,8.654986,73.07248,97.0,0.86599416
