timestamp,Tübingen Temperature [2 m elevation corrected],Tübingen Precipitation Total,Tübingen Snowfall Amount,Tübingen Wind Gust,Tübingen Wind Speed [10 m],Tübingen Wind Direction [10 m],Tübingen Cloud Cover Total,Tübingen Sunshine Duration
2018-01-01 00:00:00,9.859817,0.0,0.0,39.96,19.61587,227.23117,97.0,0.0
2018-01-01 01:00:00,9.359817,0.3,0.0,42.48,21.273533,246.0375,99.0,0.0
2018-01-01 02:00:00,8.879817,0.1,0.0,42.48,22.206486,250.09625,100.0,0.0
2018-01-01 03:00:00,8.089817,0.0,0.0,42.12,19.826164,240.64224,100.0,0.0
2018-01-01 04:00:00,7.609817,0.0,0.0,43.56,20.696087,229.93921,100.0,0.0
2018-01-01 05:00:00,7.359817,0.0,0.0,43.92,22.828087,232.04578,100.0,0.0
2018-01-01 06:00:00,7.009817,0.0,0.0,43.56,23.966375,237.26477,96.0,0.0
2018-01-01 07:00:00,6.419817,0.0,0.0,48.6,23.4,239.48978,68.0,0.0
2018-01-01 08:00:00,6.099817,0.0,0.0,48.239998,22.728518,240.59282,38.0,28.322895
2018-01-01 09:00:00,6.3898168,0.0,0.0,48.239998,22.90743,239.80838,64.0,21.212122
2018-01-01 10:00:00,7.059817,0.0,0.0,48.239998,19.881649,227.93567,11.0,53.333332
2018-01-01 11:00:00,7.709817,0.0,0.0,51.48,23.4,233.1301,18.0,49.090908
2018-01-01 12:00:00,7.9898167,0.0,0.0,51.48,20.898613,227.79271,0.0,60.0
2018-01-01 13:00:00,8.149817,0.0,0.0,48.239998,18.39878,210.57922,1.0,59.393936
2018-01-01 14:00:00,8.039817,0.0,0.0,43.199997,16.746773,205.46335,70.0,17.575756
2018-01-01 15:00:00,7.709817,0.0,0.0,36.719997,16.73516,198.8247,99.0,0.0
2018-01-01 16:00:00,7.6398168,0.0,0.0,32.760002,15.986595,187.76517,89.0,3.9915817
2018-01-01 17:00:00,6.559817,0.9,0.0,50.76,16.23596,176.18593,95.0,0.0
2018-01-01 18:00:00,7.2198167,0.0,0.0,41.399998,21.862406,197.24146,77.0,0.0
2018-01-01 19:00:00,7.4898167,0.4,0.0,54.36,25.630886,209.44543,78.0,0.0
2018-01-01 20:00:00,7.769817,0.0,0.0,56.519997,27.504093,217.01988,79.0,0.0
2018-01-01 21:00:00,7.579817,0.0,0.0,59.039997,28.551426,221.93352,78.0,0.0
2018-01-01 22:00:00,6.499817,0.4,0.0,60.120003,30.353355,236.12146,77.0,0.0
2018-01-01 23:00:00,6.209817,0.5,0.0,61.199997,29.62518,244.05771,68.0,0.0
