timestamp,Tübingen Temperature [2 m elevation corrected],Tübingen Precipitation Total,Tübingen Snowfall Amount,Tübingen Wind Gust,Tübingen Wind Speed [10 m],Tübingen Wind Direction [10 m],Tübingen Cloud Cover Total,Tübingen Sunshine Duration
2019-01-01 00:00:00,3.5698168,0.0,0.0,11.159999,7.928177,230.52754,88.0,0.0
2019-01-01 01:00:00,3.7698169,0.0,0.0,12.599999,8.14587,225.0,77.0,0.0
2019-01-01 02:00:00,3.8498168,0.0,0.0,13.679999,8.714677,218.29016,80.0,0.0
2019-01-01 03:00:00,3.999817,0.0,0.0,14.759999,9.793059,216.02737,96.0,0.0
2019-01-01 04:00:00,4.519817,0.0,0.0,18.0,10.464797,220.8151,99.0,0.0
2019-01-01 05:00:00,4.959817,0.0,0.0,20.880001,11.753876,229.96974,94.0,0.0
2019-01-01 06:00:00,5.279817,0.0,0.0,22.319998,11.119281,240.9454,74.0,0.0
2019-01-01 07:00:00,5.359817,0.0,0.0,21.24,10.636766,246.0375,60.0,0.0
2019-01-01 08:00:00,5.279817,0.0,0.0,22.319998,11.841756,250.46335,72.0,12.527271
2019-01-01 09:00:00,5.359817,0.0,0.0,26.28,13.276144,257.4712,100.0,0.0
2019-01-01 10:00:00,5.4898167,0.0,0.0,29.16,15.137133,272.72632,100.0,0.0
2019-01-01 11:00:00,5.3898168,0.0,0.0,34.56,15.484185,271.3322,100.0,0.0
2019-01-01 12:00:00,5.019817,0.0,0.0,38.519997,16.575644,267.51044,100.0,0.0
2019-01-01 13:00:00,4.919817,0.0,0.0,38.16,15.941944,263.51694,100.0,0.0
2019-01-01 14:00:00,4.779817,0.0,0.0,36.719997,17.462784,261.70285,99.0,0.0
2019-01-01 15:00:00,4.799817,0.0,0.0,37.44,18.709612,258.90628,98.0,0.6060612
2019-01-01 16:00:00,4.819817,0.0,0.0,38.88,19.914217,257.4712,97.0,0.79293007
2019-01-01 17:00:00,4.829817,0.2,0.0,41.039997,20.545246,258.88696,99.0,0.0
2019-01-01 18:00:00,4.779817,0.2,0.0,41.760002,21.542923,260.38028,100.0,0.0
2019-01-01 19:00:00,4.899817,0.2,0.0,43.92,21.67487,265.23636,100.0,0.0
2019-01-01 20:00:00,4.8898168,0.4,0.0,43.92,20.929596,273.9452,100.0,0.0
2019-01-01 21:00:00,5.019817,0.5,0.0,46.079998,22.427162,288.7258,100.0,0.0
2019-01-01 22:00:00,4.839817,0.6,0.0,48.239998,19.376562,305.16644,100.0,0.0
2019-01-01 23:00:00,3.959817,0.2,0.0,45.36,18.723461,307.97162,71.0,0.0
2019-01-02 00:00:00,3.3198168,0.1,0.0,41.039997,19.386593,301.3287,65.0,0.0
2019-01-02 01:00:00,2.8498168,0.1,0.0,41.760002,21.370783,302.61926,46.0,0.0
2019-01-02 02:00:00,1.849817,0.4,0.07,42.12,20.808498,307.26642,36.0,0.0
2019-01-02 03:00:00,1.599817,0.2,0.07,42.12,18.218275,307.7757,40.0,0.0
2019-01-02 04:00:00,1.349817,0.0,0.0,39.239998,17.414474,299.74487,33.0,0.0
2019-01-02 05:00:00,1.169817,0.0,0.0,37.8,17.551615,295.5139,38.0,0.0
2019-01-02 06:00:00,1.239817,0.0,0.0,36.0,18.204042,294.53772,48.0,0.0
2019-01-02 07:00:00,1.519817,0.0,0.0,38.519997,18.58451,291.5953,89.0,0.0
2019-01-02 08:00:00,1.649817,0.1,0.07,39.6,19.255793,290.8068,82.0,7.9104376
2019-01-02 09:00:00,1.639817,0.2,0.07,39.239998,17.992796,289.88516,35.0,38.78788
2019-01-02 10:00:00,1.769817,0.1,0.07,37.8,16.73516,288.8247,95.0,2.4242413
2019-01-02 11:00:00,1.8198171,0.1,0.07,39.96,18.775303,302.4712,99.0,0.0
2019-01-02 12:00:00,2.119817,0.1,0.0,40.68,16.1198,299.42746,64.0,21.212122
2019-01-02 13:00:00,2.469817,0.0,0.0,42.48,20.746122,308.65982,26.0,44.242424
2019-01-02 14:00:00,2.8298168,0.1,0.0,44.639996,21.897945,316.3322,30.0,41.81818
2019-01-02 15:00:00,2.3198168,0.2,0.07,47.519997,18.581022,324.46234,18.0,49.090908
2019-01-02 16:00:00,1.709817,0.1,0.0,38.88,16.299694,329.4703,23.0,30.92458
2019-01-02 17:00:00,1.029817,0.0,0.0,32.760002,14.57889,327.0948,6.0,0.0
2019-01-02 18:00:00,0.47981697,0.0,0.0,29.16,13.18308,325.008,3.0,0.0
2019-01-02 19:00:00,0.19981697,0.0,0.0,26.28,11.304229,322.76517,6.0,0.0
2019-01-02 20:00:00,-0.15018304,0.0,0.0,23.4,10.464797,319.18494,16.0,0.0
2019-01-02 21:00:00,-0.28018302,0.0,0.0,23.039999,10.195057,317.86243,38.0,0.0
2019-01-02 22:00:00,-0.800183,0.0,0.0,22.68,7.42159,309.09387,47.0,0.0
2019-01-02 23:00:00,-1.380183,0.0,0.0,20.16,7.42159,292.83368,49.0,0.0
2019-01-03 00:00:00,-1.790183,0.0,0.0,16.919998,8.209263,285.25513,36.0,0.0
2019-01-03 01:00:00,-2.240183,0.0,0.0,16.56,9.227524,290.55603,24.0,0.0
2019-01-03 02:00:00,-2.840183,0.0,0.0,15.4800005,9.085988,303.69006,19.0,0.0
2019-01-03 03:00:00,-3.2201831,0.0,0.0,13.679999,7.928177,309.47247,5.0,0.0
2019-01-03 04:00:00,-4.0901833,0.0,0.0,12.599999,6.6087217,299.35776,6.6000004,0.0
2019-01-03 05:00:00,-4.660183,0.0,0.0,12.599999,5.4833565,293.1986,6.3,0.0
2019-01-03 06:00:00,-5.180183,0.0,0.0,12.24,5.4477882,277.59464,6.0,0.0
2019-01-03 07:00:00,-5.0901833,0.0,0.0,15.119999,6.924738,261.02737,35.0,0.0
2019-01-03 08:00:00,-3.910183,0.0,0.0,11.879999,5.315336,241.69925,72.0,12.599999
2019-01-03 09:00:00,-2.6401832,0.0,0.0,14.04,7.4128532,240.9454,52.0,28.48485
2019-01-03 10:00:00,-1.530183,0.0,0.0,16.919998,8.287822,235.61966,41.0,35.151512
2019-01-03 11:00:00,-0.57018304,0.0,0.0,20.880001,9.449572,252.25534,98.0,0.6060612
2019-01-03 12:00:00,-0.50018305,0.0,0.0,22.319998,9.6932955,254.93152,99.0,0.0
2019-01-03 13:00:00,-0.46018302,0.0,0.0,23.759998,10.1376915,263.8845,94.0,3.0303025
2019-01-03 14:00:00,-0.51018304,0.0,0.07,23.759998,9.9571085,282.5288,98.0,0.6060612
2019-01-03 15:00:00,-0.48018306,0.0,0.07,20.880001,8.905908,284.03625,96.0,1.8181801
