timestamp,Tübingen Temperature [2 m elevation corrected],Tübingen Precipitation Total,Tübingen Snowfall Amount,Tübingen Wind Gust,Tübingen Wind Speed [10 m],Tübingen Wind Direction [10 m],Tübingen Cloud Cover Total,Tübingen Sunshine Duration
2016-01-01 00:00:00,3.419817,0.0,0.0,9.72,3.9763298,185.19443,96.0,0.0
2016-01-01 01:00:00,4.069817,0.0,0.0,9.0,5.1919937,213.69006,53.0,0.0
2016-01-01 02:00:00,3.979817,0.0,0.0,7.5599995,4.5536795,198.43495,28.0,0.0
2016-01-01 03:00:00,3.5798168,0.0,0.0,6.4799995,2.8799999,180.0,49.0,0.0
2016-01-01 04:00:00,2.999817,0.0,0.0,7.92,2.9024127,172.87498,51.0,0.0
2016-01-01 05:00:00,2.219817,0.0,0.0,7.92,2.9024127,172.87498,52.0,0.0
2016-01-01 06:00:00,1.929817,0.0,0.0,7.92,3.671294,168.69006,56.0,0.0
2016-01-01 07:00:00,0.98981696,0.0,0.0,7.5599995,4.5536795,161.56505,54.0,0.0
2016-01-01 08:00:00,1.829817,0.0,0.0,9.0,5.815978,158.1986,62.0,17.13586
2016-01-01 09:00:00,3.249817,0.0,0.0,11.879999,5.00128,149.74356,67.0,19.393942
2016-01-01 10:00:00,4.169817,0.0,0.0,12.959999,5.495161,148.3925,86.0,7.878789
2016-01-01 11:00:00,4.579817,0.0,0.0,13.32,6.1094027,135.0,74.0,15.151516
2016-01-01 12:00:00,5.369817,0.0,0.0,13.679999,7.145796,130.91438,57.0,25.454548
2016-01-01 13:00:00,5.579817,0.0,0.0,12.599999,6.9153743,128.6598,67.0,19.393942
2016-01-01 14:00:00,5.3898168,0.0,0.0,15.119999,6.28713,103.24051,70.0,17.575756
2016-01-01 15:00:00,4.899817,0.0,0.0,15.84,6.8399997,89.99999,54.0,27.272726
2016-01-01 16:00:00,5.029817,0.0,0.0,15.84,7.928178,92.602554,51.0,18.909092
2016-01-01 17:00:00,4.499817,0.0,0.0,19.44,10.137692,106.50436,58.0,0.0
2016-01-01 18:00:00,4.359817,0.0,0.0,28.08,13.049689,114.44395,87.0,0.0
2016-01-01 19:00:00,4.159817,0.0,0.0,26.28,13.584932,122.00538,99.0,0.0
2016-01-01 20:00:00,3.979817,0.0,0.0,27.359999,14.277983,123.69006,100.0,0.0
2016-01-01 21:00:00,4.079817,0.0,0.0,28.08,14.480773,124.87533,93.0,0.0
2016-01-01 22:00:00,4.199817,0.0,0.0,28.44,10.182337,135.0,93.0,0.0
2016-01-01 23:00:00,4.199817,0.0,0.0,25.919998,9.1641035,135.0,98.0,0.0
2016-01-02 00:00:00,4.089817,0.0,0.0,21.24,8.913181,133.36342,100.0,0.0
2016-01-02 01:00:00,4.039817,0.0,0.0,18.359999,9.931042,136.4688,100.0,0.0
2016-01-02 02:00:00,3.939817,0.0,0.0,16.56,10.739832,140.44034,100.0,0.0
2016-01-02 03:00:00,3.759817,0.0,0.0,18.72,10.948973,133.66777,100.0,0.0
2016-01-02 04:00:00,3.419817,0.0,0.0,18.72,12.819235,128.15723,100.0,0.0
2016-01-02 05:00:00,3.379817,0.0,0.0,20.519999,13.276144,139.3987,97.0,0.0
2016-01-02 06:00:00,3.229817,0.0,0.0,21.24,11.983188,147.26477,94.0,0.0
2016-01-02 07:00:00,3.3498168,0.3,0.0,25.56,10.97262,138.9909,100.0,0.0
2016-01-02 08:00:00,3.129817,0.5,0.0,20.880001,10.195057,132.13759,99.0,0.0
2016-01-02 09:00:00,3.159817,0.6,0.0,20.519999,10.233123,129.2894,96.0,1.8181801
2016-01-02 10:00:00,3.0898168,0.4,0.0,20.880001,11.183201,146.82149,98.0,0.6060612
2016-01-02 11:00:00,3.479817,0.3,0.0,20.519999,9.220499,141.34018,99.0,0.0
2016-01-02 12:00:00,3.8398168,0.3,0.0,19.44,7.928177,140.52754,99.0,0.0
2016-01-02 13:00:00,4.059817,0.4,0.0,18.359999,8.14587,135.0,99.0,0.0
2016-01-02 14:00:00,4.259817,0.6,0.0,16.56,7.8954163,136.84761,100.0,0.0
2016-01-02 15:00:00,4.459817,0.6,0.0,15.84,7.653705,138.81407,100.0,0.0
2016-01-02 16:00:00,4.6798167,0.7,0.0,16.199999,7.9932966,144.16235,100.0,0.0
2016-01-02 17:00:00,4.879817,0.8,0.0,16.56,7.729527,152.24146,100.0,0.0
2016-01-02 18:00:00,5.089817,1.0,0.0,16.56,6.6185193,157.61987,100.0,0.0
2016-01-02 19:00:00,5.169817,1.3,0.0,12.599999,5.771239,176.42366,100.0,0.0
2016-01-02 20:00:00,5.059817,0.9,0.0,10.08,5.154415,204.77515,100.0,0.0
2016-01-02 21:00:00,5.169817,1.0,0.0,10.08,5.3517847,222.27368,100.0,0.0
2016-01-02 22:00:00,5.169817,0.7,0.0,12.24,5.1919937,213.69006,100.0,0.0
2016-01-02 23:00:00,5.1598167,0.8,0.0,14.4,6.1305785,220.23636,100.0,0.0
2016-01-03 00:00:00,4.9498167,0.3,0.0,15.4800005,5.8603754,222.51045,100.0,0.0
2016-01-03 01:00:00,4.859817,0.3,0.0,16.199999,5.904439,217.5686,100.0,0.0
2016-01-03 02:00:00,4.819817,0.4,0.0,17.28,5.634891,206.56505,40.0,0.0
2016-01-03 03:00:00,4.6998167,0.3,0.0,16.919998,5.937272,194.03624,55.0,0.0
2016-01-03 04:00:00,4.339817,0.0,0.0,15.84,7.2805495,188.53076,58.0,0.0
2016-01-03 05:00:00,4.539817,0.0,0.0,16.56,8.427383,199.98311,94.0,0.0
2016-01-03 06:00:00,4.329817,0.0,0.0,16.919998,9.511088,209.47589,98.0,0.0
2016-01-03 07:00:00,4.289817,0.0,0.0,18.72,9.085988,213.69006,59.0,0.0
2016-01-03 08:00:00,3.899817,0.0,0.0,18.0,8.534353,207.64598,42.0,26.580809
2016-01-03 09:00:00,4.629817,0.0,0.0,16.199999,7.968939,198.43495,33.0,39.999996
2016-01-03 10:00:00,5.7198167,0.0,0.0,18.0,8.311245,184.96974,72.0,16.363636
2016-01-03 11:00:00,6.319817,0.0,0.0,19.8,8.699793,204.44395,41.0,35.151512
2016-01-03 12:00:00,6.4498167,0.0,0.0,19.08,7.5685663,205.34618,46.0,32.121212
2016-01-03 13:00:00,6.329817,0.0,0.0,16.56,7.072878,194.74356,46.0,32.121212
2016-01-03 14:00:00,6.249817,0.0,0.0,16.56,4.73506,171.25385,30.0,41.81818
2016-01-03 15:00:00,5.709817,0.0,0.0,15.4800005,5.315336,118.30075,47.0,31.51515
2016-01-03 16:00:00,4.6398168,0.0,0.0,14.759999,7.289445,122.90524,48.0,21.155554
2016-01-03 17:00:00,4.049817,0.0,0.0,16.199999,8.4963045,126.38435,65.0,0.0
2016-01-03 18:00:00,3.5998168,0.0,0.0,16.56,9.585739,124.28687,93.0,0.0
2016-01-03 19:00:00,3.239817,0.0,0.0,19.08,10.587918,125.31121,87.0,0.0
2016-01-03 20:00:00,3.149817,0.0,0.0,21.599998,12.096214,126.528854,94.0,0.0
2016-01-03 21:00:00,3.229817,0.0,0.0,24.48,12.738099,132.70938,97.0,0.0
2016-01-03 22:00:00,2.959817,0.0,0.0,25.56,11.988594,138.65222,100.0,0.0
2016-01-03 23:00:00,2.7698169,0.2,0.0,26.28,13.493999,133.91907,100.0,0.0
