timestamp,Tübingen Temperature [2 m elevation corrected],Tübingen Precipitation Total,Tübingen Snowfall Amount,Tübingen Wind Gust,Tübingen Wind Speed [10 m],Tübingen Wind Direction [10 m],Tübingen Cloud Cover Total,Tübingen Sunshine Duration
2022-01-01 00:00:00,7.7198167,0.0,0.0,19.44,7.754637,248.1986,35.0,0.0
2022-01-01 01:00:00,8.439816,0.0,0.0,14.759999,7.5685663,244.65384,81.0,0.0
2022-01-01 02:00:00,9.209817,0.0,0.0,16.919998,7.5685663,244.65384,98.0,0.0
2022-01-01 03:00:00,8.519817,0.0,0.0,15.84,6.638072,229.39871,85.0,0.0
2022-01-01 04:00:00,8.319817,0.0,0.0,13.32,6.439876,206.56505,52.0,0.0
2022-01-01 05:00:00,7.4698167,0.0,0.0,13.32,6.830519,198.43495,33.0,0.0
2022-01-01 06:00:00,6.859817,0.0,0.0,13.679999,6.87779,186.009,28.0,0.0
2022-01-01 07:00:00,5.729817,0.0,0.0,12.24,5.771239,176.42366,45.0,0.0
2022-01-01 08:00:00,5.959817,0.0,0.0,10.440001,6.162207,173.29016,16.0,38.537712
2022-01-01 09:00:00,7.6598167,0.0,0.0,13.679999,7.92,180.0,23.0,46.060608
2022-01-01 10:00:00,9.669817,0.0,0.0,15.119999,4.68,180.0,20.0,47.878788
2022-01-01 11:00:00,11.049817,0.0,0.0,14.4,4.3349743,184.76364,19.5,48.18182
2022-01-01 12:00:00,12.119817,0.0,0.0,11.159999,4.0249224,190.30484,19.2,48.363636
2022-01-01 13:00:00,12.599817,0.0,0.0,7.5599995,4.32,180.0,14.400001,51.272728
2022-01-01 14:00:00,12.639817,0.0,0.0,6.8399997,3.7064266,150.94539,12.3,52.545456
2022-01-01 15:00:00,10.589817,0.0,0.0,8.64,5.3999996,143.1301,3.3000002,58.0
2022-01-01 16:00:00,7.4498167,0.0,0.0,11.879999,6.6087217,150.64224,10.8,35.205757
2022-01-01 17:00:00,6.1998167,0.0,0.0,11.879999,7.42159,157.16635,18.0,0.0
2022-01-01 18:00:00,5.7398167,0.0,0.0,11.159999,6.379216,163.61046,11.400001,0.0
2022-01-01 19:00:00,5.479817,0.0,0.0,14.4,5.771239,176.42366,1.5,0.0
2022-01-01 20:00:00,4.799817,0.0,0.0,13.32,8.311245,162.34987,1.5,0.0
2022-01-01 21:00:00,4.499817,0.0,0.0,15.4800005,7.9932976,172.23483,0.90000004,0.0
2022-01-01 22:00:00,4.569817,0.0,0.0,15.119999,7.69592,169.2157,15.900001,0.0
2022-01-01 23:00:00,4.069817,0.0,0.0,14.759999,7.5685663,177.27368,17.400002,0.0
2022-01-02 00:00:00,3.7998168,0.0,0.0,13.32,7.5942073,185.44034,24.300001,0.0
2022-01-02 01:00:00,3.8698168,0.0,0.0,13.679999,8.647496,182.38594,14.700001,0.0
2022-01-02 02:00:00,3.5898168,0.0,0.0,13.679999,9.028754,184.57391,6.6000004,0.0
2022-01-02 03:00:00,2.969817,0.0,0.0,12.959999,9.028754,184.57391,6.0,0.0
2022-01-02 04:00:00,2.929817,0.0,0.0,13.32,9.36,180.0,26.7,0.0
2022-01-02 05:00:00,3.239817,0.0,0.0,14.04,9.3669195,182.20259,29.7,0.0
2022-01-02 06:00:00,3.229817,0.0,0.0,14.759999,10.086427,182.04541,29.7,0.0
2022-01-02 07:00:00,3.709817,0.0,0.0,19.08,10.1376915,186.11551,28.800001,0.0
2022-01-02 08:00:00,4.4298167,0.0,0.0,21.599998,12.015589,188.61565,26.7,33.66697
2022-01-02 09:00:00,6.009817,0.0,0.0,22.68,12.864649,197.92792,68.0,18.78788
2022-01-02 10:00:00,8.719817,0.0,0.0,25.56,11.384199,198.43495,64.0,21.212122
2022-01-02 11:00:00,10.499817,0.0,0.0,34.2,12.7279215,208.73979,100.0,0.0
2022-01-02 12:00:00,11.909817,0.0,0.0,42.12,16.870138,219.80557,83.0,9.696969
2022-01-02 13:00:00,12.8998165,0.0,0.0,42.839996,16.489416,216.11934,27.000002,43.636364
2022-01-02 14:00:00,13.229816,0.0,0.0,40.68,18.581022,215.53769,3.6000001,57.81818
2022-01-02 15:00:00,12.859817,0.0,0.0,40.32,20.12461,243.43495,25.2,44.727276
2022-01-02 16:00:00,12.069817,0.0,0.0,39.96,18.03237,243.9465,29.7,28.385
2022-01-02 17:00:00,11.319817,0.0,0.0,37.079998,18.514643,243.43495,19.5,0.0
2022-01-02 18:00:00,10.479816,0.0,0.0,37.8,16.299694,226.78992,15.6,0.0
2022-01-02 19:00:00,10.139817,0.0,0.0,35.28,17.713316,232.43141,10.0,0.0
2022-01-02 20:00:00,10.719817,0.0,0.0,42.839996,20.808498,239.88626,29.400002,0.0
2022-01-02 21:00:00,11.219817,0.0,0.0,53.28,22.59699,239.34933,29.400002,0.0
2022-01-02 22:00:00,11.519817,0.0,0.0,54.36,19.08,238.1092,96.0,0.0
2022-01-02 23:00:00,11.559817,0.0,0.0,55.44,22.9724,237.80426,86.0,0.0
2022-01-03 00:00:00,11.949817,0.0,0.0,57.96,25.12016,244.53665,90.0,0.0
